seed,family,number_of_items,capacity,weights,values,greedy_value,optimal_value,failure,relative_gap
91,strongly_correlated,20,258,"(6, 38, 12, 44, 44, 11, 26, 30, 48, 29, 30, 30, 17, 16, 13, 39, 24, 32, 14, 14)","(16, 48, 22, 54, 54, 21, 36, 40, 58, 39, 40, 40, 27, 26, 23, 49, 34, 42, 24, 24)",372,388,True,0.041237113402061855
92,strongly_correlated,20,296,"(27, 34, 37, 36, 36, 38, 18, 44, 49, 7, 37, 34, 31, 11, 5, 37, 43, 41, 22, 4)","(37, 44, 47, 46, 46, 48, 28, 54, 59, 17, 47, 44, 41, 21, 15, 47, 53, 51, 32, 14)",385,416,True,0.07451923076923077
93,strongly_correlated,20,238,"(32, 37, 47, 23, 8, 6, 23, 10, 12, 26, 8, 11, 38, 3, 40, 36, 8, 44, 40, 24)","(42, 47, 57, 33, 18, 16, 33, 20, 22, 36, 18, 21, 48, 13, 50, 46, 18, 54, 50, 34)",370,378,True,0.021164021164021163
94,strongly_correlated,20,235,"(35, 12, 8, 18, 20, 28, 2, 44, 32, 24, 20, 28, 39, 18, 35, 2, 28, 1, 48, 28)","(45, 22, 18, 28, 30, 38, 12, 54, 42, 34, 30, 38, 49, 28, 45, 12, 38, 11, 58, 38)",339,365,True,0.07123287671232877
95,strongly_correlated,20,265,"(49, 35, 33, 48, 35, 9, 32, 2, 9, 1, 39, 6, 41, 18, 13, 3, 37, 47, 34, 39)","(59, 45, 43, 58, 45, 19, 42, 12, 19, 11, 49, 16, 51, 28, 23, 13, 47, 57, 44, 49)",360,395,True,0.08860759493670886
96,strongly_correlated,20,222,"(24, 21, 44, 26, 14, 7, 22, 49, 3, 45, 2, 11, 27, 42, 21, 6, 17, 22, 23, 18)","(34, 31, 54, 36, 24, 17, 32, 59, 13, 55, 12, 21, 37, 52, 31, 16, 27, 32, 33, 28)",351,362,True,0.03038674033149171
97,strongly_correlated,20,224,"(13, 28, 24, 4, 37, 2, 36, 50, 3, 2, 48, 18, 24, 2, 5, 41, 29, 31, 44, 8)","(23, 38, 34, 14, 47, 12, 46, 60, 13, 12, 58, 28, 34, 12, 15, 51, 39, 41, 54, 18)",333,364,True,0.08516483516483517
98,strongly_correlated,20,267,"(23, 37, 3, 23, 27, 4, 31, 19, 47, 44, 36, 5, 32, 13, 26, 3, 42, 46, 49, 24)","(33, 47, 13, 33, 37, 14, 41, 29, 57, 54, 46, 15, 42, 23, 36, 13, 52, 56, 59, 34)",363,397,True,0.08564231738035265
99,strongly_correlated,20,268,"(26, 25, 13, 39, 12, 15, 16, 9, 49, 6, 17, 47, 25, 34, 44, 45, 35, 6, 40, 32)","(36, 35, 23, 49, 22, 25, 26, 19, 59, 16, 27, 57, 35, 44, 54, 55, 45, 16, 50, 42)",366,398,True,0.08040201005025126
100,strongly_correlated,20,267,"(10, 30, 30, 50, 12, 46, 26, 47, 23, 28, 33, 8, 35, 8, 6, 48, 30, 17, 4, 43)","(20, 40, 40, 60, 22, 56, 36, 57, 33, 38, 43, 18, 45, 18, 16, 58, 40, 27, 14, 53)",405,407,True,0.004914004914004914
101,strongly_correlated,20,242,"(38, 13, 35, 23, 30, 4, 43, 33, 14, 39, 15, 19, 32, 45, 14, 22, 29, 5, 17, 13)","(48, 23, 45, 33, 40, 14, 53, 43, 24, 49, 25, 29, 42, 55, 24, 32, 39, 15, 27, 23)",348,372,True,0.06451612903225806
102,strongly_correlated,20,305,"(10, 44, 40, 23, 11, 36, 46, 43, 39, 12, 25, 19, 40, 28, 37, 38, 3, 47, 34, 35)","(20, 54, 50, 33, 21, 46, 56, 53, 49, 22, 35, 29, 50, 38, 47, 48, 13, 57, 44, 45)",393,425,True,0.07529411764705882
103,strongly_correlated,20,296,"(46, 30, 47, 45, 48, 14, 45, 5, 39, 48, 8, 42, 25, 30, 22, 44, 8, 32, 6, 9)","(56, 40, 57, 55, 58, 24, 55, 15, 49, 58, 18, 52, 35, 40, 32, 54, 18, 42, 16, 19)",400,426,True,0.06103286384976526
104,strongly_correlated,20,206,"(2, 13, 47, 50, 15, 26, 22, 1, 46, 9, 2, 11, 7, 10, 8, 5, 42, 49, 22, 24)","(12, 23, 57, 60, 25, 36, 32, 11, 56, 19, 12, 21, 17, 20, 18, 15, 52, 59, 32, 34)",327,356,True,0.08146067415730338
105,strongly_correlated,20,246,"(38, 23, 38, 7, 1, 20, 34, 50, 37, 22, 19, 11, 23, 11, 49, 10, 7, 43, 26, 23)","(48, 33, 48, 17, 11, 30, 44, 60, 47, 32, 29, 21, 33, 21, 59, 20, 17, 53, 36, 33)",377,386,True,0.023316062176165803
106,strongly_correlated,20,274,"(46, 31, 2, 36, 34, 31, 4, 17, 5, 13, 32, 24, 28, 29, 48, 42, 19, 45, 15, 48)","(56, 41, 12, 46, 44, 41, 14, 27, 15, 23, 42, 34, 38, 39, 58, 52, 29, 55, 25, 58)",380,404,True,0.0594059405940594
107,strongly_correlated,20,308,"(16, 40, 38, 50, 47, 43, 28, 31, 49, 20, 9, 28, 35, 49, 8, 17, 19, 39, 3, 46)","(26, 50, 48, 60, 57, 53, 38, 41, 59, 30, 19, 38, 45, 59, 18, 27, 29, 49, 13, 56)",421,438,True,0.03881278538812785
108,strongly_correlated,20,202,"(9, 46, 6, 43, 25, 47, 18, 25, 13, 6, 20, 14, 12, 13, 46, 21, 13, 8, 13, 6)","(19, 56, 16, 53, 35, 57, 28, 35, 23, 16, 30, 24, 22, 23, 56, 31, 23, 18, 23, 16)",347,352,True,0.014204545454545454
109,strongly_correlated,20,242,"(18, 15, 30, 29, 36, 4, 7, 15, 33, 32, 20, 37, 34, 6, 16, 29, 33, 18, 28, 43)","(28, 25, 40, 39, 46, 14, 17, 25, 43, 42, 30, 47, 44, 16, 26, 39, 43, 28, 38, 53)",365,372,True,0.01881720430107527
110,strongly_correlated,20,271,"(25, 39, 16, 27, 31, 46, 18, 41, 35, 45, 5, 35, 27, 33, 21, 48, 3, 8, 33, 6)","(35, 49, 26, 37, 41, 56, 28, 51, 45, 55, 15, 45, 37, 43, 31, 58, 13, 18, 43, 16)",383,401,True,0.04488778054862843
111,strongly_correlated,20,272,"(14, 21, 32, 13, 26, 27, 40, 11, 41, 13, 45, 27, 36, 15, 12, 43, 30, 27, 25, 46)","(24, 31, 42, 23, 36, 37, 50, 21, 51, 23, 55, 37, 46, 25, 22, 53, 40, 37, 35, 56)",391,402,True,0.02736318407960199
112,strongly_correlated,20,304,"(31, 43, 38, 40, 20, 45, 30, 27, 49, 43, 11, 24, 15, 34, 30, 2, 25, 39, 16, 47)","(41, 53, 48, 50, 30, 55, 40, 37, 59, 53, 21, 34, 25, 44, 40, 12, 35, 49, 26, 57)",433,434,True,0.002304147465437788
113,strongly_correlated,20,220,"(2, 42, 47, 18, 2, 31, 36, 23, 16, 28, 2, 5, 20, 9, 39, 20, 32, 19, 20, 28)","(12, 52, 57, 28, 12, 41, 46, 33, 26, 38, 12, 15, 30, 19, 49, 30, 42, 29, 30, 38)",352,360,True,0.022222222222222223
114,strongly_correlated,20,262,"(16, 37, 7, 22, 43, 16, 41, 40, 4, 10, 34, 34, 44, 34, 19, 38, 5, 35, 24, 22)","(26, 47, 17, 32, 53, 26, 51, 50, 14, 20, 44, 44, 54, 44, 29, 48, 15, 45, 34, 32)",377,392,True,0.03826530612244898
115,strongly_correlated,20,273,"(19, 13, 50, 8, 35, 8, 22, 49, 36, 19, 44, 41, 19, 44, 22, 31, 4, 36, 36, 10)","(29, 23, 60, 18, 45, 18, 32, 59, 46, 29, 54, 51, 29, 54, 32, 41, 14, 46, 46, 20)",376,403,True,0.06699751861042183
116,strongly_correlated,20,288,"(48, 39, 35, 47, 20, 1, 49, 42, 8, 48, 9, 31, 31, 16, 18, 27, 38, 28, 37, 5)","(58, 49, 45, 57, 30, 11, 59, 52, 18, 58, 19, 41, 41, 26, 28, 37, 48, 38, 47, 15)",396,418,True,0.05263157894736842
117,strongly_correlated,20,238,"(16, 12, 11, 14, 26, 11, 36, 27, 45, 8, 46, 34, 37, 22, 23, 30, 42, 3, 9, 24)","(26, 22, 21, 24, 36, 21, 46, 37, 55, 18, 56, 44, 47, 32, 33, 40, 52, 13, 19, 34)",376,376,False,0.0
118,strongly_correlated,20,273,"(46, 41, 12, 20, 7, 45, 24, 19, 50, 2, 20, 22, 2, 39, 32, 33, 39, 22, 37, 34)","(56, 51, 22, 30, 17, 55, 34, 29, 60, 12, 30, 32, 12, 49, 42, 43, 49, 32, 47, 44)",379,403,True,0.05955334987593052
119,strongly_correlated,20,274,"(19, 12, 48, 35, 43, 49, 36, 49, 28, 7, 6, 28, 41, 16, 12, 17, 18, 14, 31, 38)","(29, 22, 58, 45, 53, 59, 46, 59, 38, 17, 16, 38, 51, 26, 22, 27, 28, 24, 41, 48)",373,404,True,0.07673267326732673
120,strongly_correlated,20,269,"(33, 16, 13, 41, 47, 38, 43, 30, 6, 21, 14, 15, 17, 47, 21, 24, 48, 11, 7, 46)","(43, 26, 23, 51, 57, 48, 53, 40, 16, 31, 24, 25, 27, 57, 31, 34, 58, 21, 17, 56)",406,409,True,0.007334963325183374
121,strongly_correlated,20,258,"(6, 14, 38, 26, 41, 12, 40, 34, 12, 22, 19, 12, 41, 28, 4, 44, 47, 39, 28, 9)","(16, 24, 48, 36, 51, 22, 50, 44, 22, 32, 29, 22, 51, 38, 14, 54, 57, 49, 38, 19)",356,388,True,0.08247422680412371
122,strongly_correlated,20,284,"(33, 14, 39, 20, 5, 47, 24, 49, 15, 30, 43, 47, 38, 11, 7, 20, 29, 46, 16, 36)","(43, 24, 49, 30, 15, 57, 34, 59, 25, 40, 53, 57, 48, 21, 17, 30, 39, 56, 26, 46)",390,414,True,0.057971014492753624
123,strongly_correlated,20,211,"(4, 18, 6, 50, 27, 18, 7, 3, 25, 35, 36, 22, 22, 4, 11, 9, 22, 36, 22, 45)","(14, 28, 16, 60, 37, 28, 17, 13, 35, 45, 46, 32, 32, 14, 21, 19, 32, 46, 32, 55)",333,351,True,0.05128205128205128
124,strongly_correlated,20,193,"(18, 36, 1, 12, 4, 27, 18, 24, 3, 21, 11, 26, 20, 27, 2, 35, 31, 40, 28, 2)","(28, 46, 11, 22, 14, 37, 28, 34, 13, 31, 21, 36, 30, 37, 12, 45, 41, 50, 38, 12)",329,333,True,0.012012012012012012
125,strongly_correlated,20,264,"(16, 15, 39, 20, 37, 48, 12, 23, 10, 39, 20, 40, 41, 1, 5, 46, 41, 10, 31, 33)","(26, 25, 49, 30, 47, 58, 22, 33, 20, 49, 30, 50, 51, 11, 15, 56, 51, 20, 41, 43)",363,394,True,0.07868020304568528
126,strongly_correlated,20,274,"(37, 4, 37, 39, 30, 16, 42, 12, 31, 31, 15, 11, 44, 9, 41, 32, 6, 48, 44, 19)","(47, 14, 47, 49, 40, 26, 52, 22, 41, 41, 25, 21, 54, 19, 51, 42, 16, 58, 54, 29)",383,404,True,0.05198019801980198
127,strongly_correlated,20,216,"(3, 40, 38, 37, 7, 2, 2, 18, 13, 27, 15, 20, 44, 43, 20, 25, 4, 21, 19, 35)","(13, 50, 48, 47, 17, 12, 12, 28, 23, 37, 25, 30, 54, 53, 30, 35, 14, 31, 29, 45)",336,356,True,0.056179775280898875
128,strongly_correlated,20,272,"(16, 26, 33, 24, 9, 31, 2, 10, 21, 41, 35, 17, 41, 43, 37, 46, 36, 20, 5, 50)","(26, 36, 43, 34, 19, 41, 12, 20, 31, 51, 45, 27, 51, 53, 47, 56, 46, 30, 15, 60)",379,402,True,0.05721393034825871
129,strongly_correlated,20,244,"(38, 34, 18, 3, 45, 26, 41, 15, 22, 15, 8, 46, 36, 10, 9, 44, 18, 37, 15, 9)","(48, 44, 28, 13, 55, 36, 51, 25, 32, 25, 18, 56, 46, 20, 19, 54, 28, 47, 25, 19)",378,383,True,0.013054830287206266
130,strongly_correlated,20,292,"(34, 28, 18, 48, 43, 29, 42, 30, 2, 23, 16, 38, 22, 15, 22, 43, 34, 43, 47, 7)","(44, 38, 28, 58, 53, 39, 52, 40, 12, 33, 26, 48, 32, 25, 32, 53, 44, 53, 57, 17)",410,422,True,0.02843601895734597
131,strongly_correlated,20,266,"(21, 24, 50, 33, 6, 26, 19, 2, 25, 50, 8, 23, 37, 39, 7, 46, 11, 15, 45, 45)","(31, 34, 60, 43, 16, 36, 29, 12, 35, 60, 18, 33, 47, 49, 17, 56, 21, 25, 55, 55)",397,406,True,0.022167487684729065
132,strongly_correlated,20,209,"(27, 10, 27, 4, 11, 3, 20, 8, 50, 35, 2, 16, 29, 17, 13, 29, 11, 43, 37, 26)","(37, 20, 37, 14, 21, 13, 30, 18, 60, 45, 12, 26, 39, 27, 23, 39, 21, 53, 47, 36)",335,349,True,0.04011461318051576
133,strongly_correlated,20,319,"(32, 23, 31, 21, 50, 40, 50, 22, 35, 45, 40, 48, 46, 3, 48, 6, 19, 43, 17, 19)","(42, 33, 41, 31, 60, 50, 60, 32, 45, 55, 50, 58, 56, 13, 58, 16, 29, 53, 27, 29)",438,449,True,0.024498886414253896
134,strongly_correlated,20,300,"(31, 34, 13, 47, 36, 47, 48, 41, 9, 2, 42, 49, 32, 8, 25, 15, 32, 16, 39, 35)","(41, 44, 23, 57, 46, 57, 58, 51, 19, 12, 52, 59, 42, 18, 35, 25, 42, 26, 49, 45)",418,430,True,0.027906976744186046
135,strongly_correlated,20,268,"(43, 24, 41, 42, 38, 18, 32, 19, 46, 8, 29, 19, 1, 38, 10, 24, 41, 17, 24, 23)","(53, 34, 51, 52, 48, 28, 42, 29, 56, 18, 39, 29, 11, 48, 20, 34, 51, 27, 34, 33)",378,398,True,0.05025125628140704
136,strongly_correlated,20,249,"(37, 28, 34, 4, 28, 32, 49, 13, 28, 45, 9, 11, 41, 32, 3, 11, 4, 46, 39, 4)","(47, 38, 44, 14, 38, 42, 59, 23, 38, 55, 19, 21, 51, 42, 13, 21, 14, 56, 49, 14)",381,388,True,0.01804123711340206
137,strongly_correlated,20,224,"(5, 12, 27, 21, 13, 15, 32, 23, 1, 26, 33, 21, 26, 34, 31, 9, 28, 34, 34, 22)","(15, 22, 37, 31, 23, 25, 42, 33, 11, 36, 43, 31, 36, 44, 41, 19, 38, 44, 44, 32)",351,353,True,0.0056657223796034
138,strongly_correlated,20,254,"(13, 25, 29, 45, 20, 14, 34, 18, 16, 12, 10, 29, 11, 22, 48, 46, 50, 14, 6, 45)","(23, 35, 39, 55, 30, 24, 44, 28, 26, 22, 20, 39, 21, 32, 58, 56, 60, 24, 16, 55)",379,393,True,0.035623409669211195
139,strongly_correlated,20,304,"(1, 45, 40, 35, 39, 43, 20, 48, 36, 1, 34, 22, 49, 18, 23, 38, 49, 10, 39, 18)","(11, 55, 50, 45, 49, 53, 30, 58, 46, 11, 44, 32, 59, 28, 33, 48, 59, 20, 49, 28)",425,434,True,0.020737327188940093
140,strongly_correlated,20,240,"(50, 7, 2, 18, 2, 35, 47, 4, 44, 47, 15, 1, 33, 13, 46, 25, 41, 25, 20, 4)","(60, 17, 12, 28, 12, 45, 57, 14, 54, 57, 25, 11, 43, 23, 56, 35, 51, 35, 30, 14)",344,380,True,0.09473684210526316
141,strongly_correlated,20,268,"(34, 50, 2, 38, 31, 12, 37, 45, 30, 1, 18, 42, 36, 1, 44, 22, 27, 16, 18, 33)","(44, 60, 12, 48, 41, 22, 47, 55, 40, 11, 28, 52, 46, 11, 54, 32, 37, 26, 28, 43)",375,398,True,0.05778894472361809
142,strongly_correlated,20,263,"(38, 45, 44, 41, 32, 11, 32, 19, 23, 23, 17, 3, 7, 19, 11, 37, 36, 14, 39, 35)","(48, 55, 54, 51, 42, 21, 42, 29, 33, 33, 27, 13, 17, 29, 21, 47, 46, 24, 49, 45)",376,393,True,0.043256997455470736
143,strongly_correlated,20,195,"(12, 3, 2, 15, 10, 16, 6, 47, 27, 32, 9, 37, 9, 49, 6, 38, 19, 28, 7, 18)","(22, 13, 12, 25, 20, 26, 16, 57, 37, 42, 19, 47, 19, 59, 16, 48, 29, 38, 17, 28)",337,342,True,0.014619883040935672
144,strongly_correlated,20,236,"(29, 3, 30, 6, 47, 11, 26, 6, 43, 27, 32, 38, 16, 30, 44, 9, 15, 27, 3, 30)","(39, 13, 40, 16, 57, 21, 36, 16, 53, 37, 42, 48, 26, 40, 54, 19, 25, 37, 13, 40)",338,366,True,0.07650273224043716
145,strongly_correlated,20,274,"(49, 28, 34, 1, 29, 2, 43, 21, 47, 42, 44, 47, 31, 37, 33, 18, 8, 17, 12, 4)","(59, 38, 44, 11, 39, 12, 53, 31, 57, 52, 54, 57, 41, 47, 43, 28, 18, 27, 22, 14)",368,404,True,0.0891089108910891
146,strongly_correlated,20,228,"(9, 9, 40, 22, 50, 5, 11, 37, 19, 6, 23, 3, 14, 43, 27, 20, 35, 46, 28, 10)","(19, 19, 50, 32, 60, 15, 21, 47, 29, 16, 33, 13, 24, 53, 37, 30, 45, 56, 38, 20)",346,368,True,0.059782608695652176
147,strongly_correlated,20,277,"(39, 42, 10, 26, 29, 40, 29, 12, 41, 48, 20, 27, 30, 46, 7, 30, 23, 5, 27, 23)","(49, 52, 20, 36, 39, 50, 39, 22, 51, 58, 30, 37, 40, 56, 17, 40, 33, 15, 37, 33)",398,407,True,0.022113022113022112
148,strongly_correlated,20,268,"(26, 45, 41, 3, 44, 26, 23, 19, 18, 7, 13, 32, 41, 5, 17, 35, 43, 37, 45, 15)","(36, 55, 51, 13, 54, 36, 33, 29, 28, 17, 23, 42, 51, 15, 27, 45, 53, 47, 55, 25)",369,398,True,0.0728643216080402
149,strongly_correlated,20,125,"(5, 7, 17, 25, 9, 9, 4, 2, 12, 37, 3, 26, 4, 4, 20, 7, 13, 32, 9, 5)","(15, 17, 27, 35, 19, 19, 14, 12, 22, 47, 13, 36, 14, 14, 30, 17, 23, 42, 19, 15)",260,275,True,0.05454545454545454
150,strongly_correlated,20,226,"(21, 26, 13, 15, 20, 31, 10, 11, 27, 6, 48, 19, 22, 19, 48, 29, 49, 26, 4, 9)","(31, 36, 23, 25, 30, 41, 20, 21, 37, 16, 58, 29, 32, 29, 58, 39, 59, 36, 14, 19)",361,366,True,0.01366120218579235
151,strongly_correlated,20,282,"(46, 27, 46, 41, 47, 14, 23, 19, 24, 37, 8, 30, 32, 37, 5, 30, 7, 26, 47, 19)","(56, 37, 56, 51, 57, 24, 33, 29, 34, 47, 18, 40, 42, 47, 15, 40, 17, 36, 57, 29)",394,412,True,0.043689320388349516
152,strongly_correlated,20,236,"(49, 26, 41, 10, 25, 13, 6, 40, 2, 8, 41, 8, 2, 23, 49, 32, 39, 12, 30, 16)","(59, 36, 51, 20, 35, 23, 16, 50, 12, 18, 51, 18, 12, 33, 59, 42, 49, 22, 40, 26)",353,376,True,0.061170212765957445
153,strongly_correlated,20,289,"(32, 5, 3, 17, 46, 27, 38, 37, 39, 36, 21, 28, 16, 33, 33, 21, 43, 39, 14, 50)","(42, 15, 13, 27, 56, 37, 48, 47, 49, 46, 31, 38, 26, 43, 43, 31, 53, 49, 24, 60)",416,419,True,0.007159904534606206
154,strongly_correlated,20,296,"(14, 25, 32, 14, 29, 33, 1, 29, 17, 26, 28, 42, 41, 38, 45, 4, 46, 49, 49, 29)","(24, 35, 42, 24, 39, 43, 11, 39, 27, 36, 38, 52, 51, 48, 55, 14, 56, 59, 59, 39)",411,426,True,0.035211267605633804
155,strongly_correlated,20,274,"(38, 33, 35, 19, 44, 50, 27, 35, 35, 27, 38, 18, 13, 42, 4, 37, 2, 34, 6, 12)","(48, 43, 45, 29, 54, 60, 37, 45, 45, 37, 48, 28, 23, 52, 14, 47, 12, 44, 16, 22)",395,404,True,0.022277227722772276
156,strongly_correlated,20,218,"(32, 27, 48, 16, 50, 23, 10, 15, 11, 9, 48, 36, 29, 25, 22, 10, 6, 10, 9, 1)","(42, 37, 58, 26, 60, 33, 20, 25, 21, 19, 58, 46, 39, 35, 32, 20, 16, 20, 19, 11)",334,358,True,0.0670391061452514
157,strongly_correlated,20,192,"(40, 32, 15, 11, 2, 2, 23, 23, 15, 21, 9, 6, 12, 15, 48, 7, 2, 8, 45, 47)","(50, 42, 25, 21, 12, 12, 33, 33, 25, 31, 19, 16, 22, 25, 58, 17, 12, 18, 55, 57)",321,342,True,0.06140350877192982
158,strongly_correlated,20,224,"(44, 15, 7, 4, 27, 37, 50, 22, 49, 41, 30, 41, 3, 5, 8, 1, 36, 19, 4, 4)","(54, 25, 17, 14, 37, 47, 60, 32, 59, 51, 40, 51, 13, 15, 18, 11, 46, 29, 14, 14)",372,372,False,0.0
159,strongly_correlated,20,258,"(26, 11, 44, 29, 16, 34, 13, 40, 13, 2, 49, 46, 32, 25, 3, 18, 43, 25, 15, 31)","(36, 21, 54, 39, 26, 44, 23, 50, 23, 12, 59, 56, 42, 35, 13, 28, 53, 35, 25, 41)",357,388,True,0.07989690721649484
160,strongly_correlated,20,242,"(8, 33, 22, 26, 12, 38, 23, 46, 34, 32, 35, 14, 48, 28, 31, 1, 18, 8, 22, 4)","(18, 43, 32, 36, 22, 48, 33, 56, 44, 42, 45, 24, 58, 38, 41, 11, 28, 18, 32, 14)",347,372,True,0.06720430107526881
161,strongly_correlated,20,294,"(34, 14, 36, 11, 15, 41, 38, 31, 3, 49, 45, 47, 31, 32, 47, 4, 30, 46, 4, 31)","(44, 24, 46, 21, 25, 51, 48, 41, 13, 59, 55, 57, 41, 42, 57, 14, 40, 56, 14, 41)",406,424,True,0.04245283018867924
162,strongly_correlated,20,262,"(4, 45, 41, 14, 33, 13, 27, 32, 50, 40, 19, 29, 30, 2, 12, 8, 27, 21, 42, 36)","(14, 55, 51, 24, 43, 23, 37, 42, 60, 50, 29, 39, 40, 12, 22, 18, 37, 31, 52, 46)",368,392,True,0.061224489795918366
163,strongly_correlated,20,219,"(35, 40, 30, 38, 12, 32, 19, 14, 23, 14, 24, 9, 10, 12, 40, 4, 45, 5, 22, 10)","(45, 50, 40, 48, 22, 42, 29, 24, 33, 24, 34, 19, 20, 22, 50, 14, 55, 15, 32, 20)",348,359,True,0.03064066852367688
164,strongly_correlated,20,219,"(7, 48, 20, 17, 30, 32, 39, 25, 8, 6, 27, 26, 1, 38, 13, 10, 20, 21, 42, 8)","(17, 58, 30, 27, 40, 42, 49, 35, 18, 16, 37, 36, 11, 48, 23, 20, 30, 31, 52, 18)",349,359,True,0.027855153203342618
165,strongly_correlated,20,226,"(2, 4, 46, 28, 5, 32, 15, 12, 28, 44, 21, 38, 31, 4, 13, 5, 44, 27, 44, 9)","(12, 14, 56, 38, 15, 42, 25, 22, 38, 54, 31, 48, 41, 14, 23, 15, 54, 37, 54, 19)",344,366,True,0.060109289617486336
166,strongly_correlated,20,244,"(12, 41, 39, 27, 28, 1, 21, 3, 32, 48, 37, 24, 19, 44, 13, 11, 48, 1, 32, 7)","(22, 51, 49, 37, 38, 11, 31, 13, 42, 58, 47, 34, 29, 54, 23, 21, 58, 11, 42, 17)",371,384,True,0.033854166666666664
167,strongly_correlated,20,274,"(15, 6, 22, 28, 21, 50, 48, 47, 6, 48, 34, 1, 28, 40, 49, 32, 16, 4, 46, 8)","(25, 16, 32, 38, 31, 60, 58, 57, 16, 58, 44, 11, 38, 50, 59, 42, 26, 14, 56, 18)",401,414,True,0.03140096618357488
168,strongly_correlated,20,272,"(48, 8, 34, 24, 25, 12, 15, 35, 13, 13, 35, 33, 49, 32, 39, 14, 40, 43, 25, 8)","(58, 18, 44, 34, 35, 22, 25, 45, 23, 23, 45, 43, 59, 42, 49, 24, 50, 53, 35, 18)",386,402,True,0.03980099502487562
169,strongly_correlated,20,253,"(17, 34, 40, 12, 36, 33, 8, 34, 23, 49, 35, 18, 31, 37, 14, 5, 39, 1, 9, 31)","(27, 44, 50, 22, 46, 43, 18, 44, 33, 59, 45, 28, 41, 47, 24, 15, 49, 11, 19, 41)",366,383,True,0.044386422976501305
170,strongly_correlated,20,218,"(23, 38, 21, 21, 6, 16, 21, 17, 38, 8, 14, 1, 25, 33, 20, 37, 32, 8, 34, 23)","(33, 48, 31, 31, 16, 26, 31, 27, 48, 18, 24, 11, 35, 43, 30, 47, 42, 18, 44, 33)",329,348,True,0.05459770114942529
171,strongly_correlated,20,245,"(36, 25, 27, 8, 38, 30, 44, 12, 25, 20, 21, 12, 12, 12, 9, 49, 15, 10, 36, 49)","(46, 35, 37, 18, 48, 40, 54, 22, 35, 30, 31, 22, 22, 22, 19, 59, 25, 20, 46, 59)",378,384,True,0.015625
172,strongly_correlated,20,254,"(23, 13, 14, 20, 23, 48, 4, 26, 30, 36, 29, 14, 37, 48, 45, 4, 29, 20, 37, 7)","(33, 23, 24, 30, 33, 58, 14, 36, 40, 46, 39, 24, 47, 58, 55, 14, 39, 30, 47, 17)",356,384,True,0.07291666666666667
173,strongly_correlated,20,296,"(21, 32, 43, 50, 47, 33, 39, 24, 16, 27, 47, 46, 1, 23, 45, 1, 10, 48, 29, 10)","(31, 42, 53, 60, 57, 43, 49, 34, 26, 37, 57, 56, 11, 33, 55, 11, 20, 58, 39, 20)",396,426,True,0.07042253521126761
174,strongly_correlated,20,246,"(1, 29, 2, 32, 24, 5, 15, 16, 7, 48, 22, 28, 42, 24, 44, 37, 6, 44, 21, 45)","(11, 39, 12, 42, 34, 15, 25, 26, 17, 58, 32, 38, 52, 34, 54, 47, 16, 54, 31, 55)",372,386,True,0.03626943005181347
175,strongly_correlated,20,288,"(29, 16, 4, 47, 37, 45, 45, 33, 13, 17, 39, 5, 32, 33, 32, 30, 50, 3, 18, 49)","(39, 26, 14, 57, 47, 55, 55, 43, 23, 27, 49, 15, 42, 43, 42, 40, 60, 13, 28, 59)",395,418,True,0.05502392344497608
176,strongly_correlated,20,240,"(2, 4, 50, 15, 50, 8, 25, 41, 21, 41, 42, 37, 31, 7, 1, 2, 20, 40, 23, 21)","(12, 14, 60, 25, 60, 18, 35, 51, 31, 51, 52, 47, 41, 17, 11, 12, 30, 50, 33, 31)",357,380,True,0.060526315789473685
177,strongly_correlated,20,272,"(14, 32, 27, 38, 13, 46, 26, 3, 28, 42, 39, 47, 20, 48, 18, 6, 8, 7, 36, 45)","(24, 42, 37, 48, 23, 56, 36, 13, 38, 52, 49, 57, 30, 58, 28, 16, 18, 17, 46, 55)",368,402,True,0.0845771144278607
178,strongly_correlated,20,264,"(8, 36, 30, 42, 16, 49, 22, 47, 31, 19, 12, 6, 29, 50, 16, 36, 15, 18, 31, 16)","(18, 46, 40, 52, 26, 59, 32, 57, 41, 29, 22, 16, 39, 60, 26, 46, 25, 28, 41, 26)",368,394,True,0.06598984771573604
179,strongly_correlated,20,214,"(13, 8, 5, 4, 34, 20, 29, 4, 38, 17, 15, 37, 16, 20, 21, 36, 32, 47, 9, 22)","(23, 18, 15, 14, 44, 30, 39, 14, 48, 27, 25, 47, 26, 30, 31, 46, 42, 57, 19, 32)",343,354,True,0.031073446327683617
180,strongly_correlated,20,184,"(10, 6, 44, 1, 40, 17, 8, 38, 33, 29, 16, 39, 3, 9, 8, 1, 42, 2, 9, 13)","(20, 16, 54, 11, 50, 27, 18, 48, 43, 39, 26, 49, 13, 19, 18, 11, 52, 12, 19, 23)",315,334,True,0.05688622754491018
181,strongly_correlated,20,228,"(38, 45, 7, 4, 22, 22, 13, 49, 20, 49, 22, 15, 29, 30, 48, 16, 5, 15, 2, 4)","(48, 55, 17, 14, 32, 32, 23, 59, 30, 59, 32, 25, 39, 40, 58, 26, 15, 25, 12, 14)",376,376,False,0.0
